Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-32.0	-8.0	54.0	1.7895843252592976	192
PositiveTail 2	-4.0	52.0	-4.0	1.7895843252592976	624
PositiveTail 3	12.0	16.0	-4.0	1.7895843252592976	128
